"","user_screen_name"
"2332","John047920521"
"2333","Exhawk500"
"2334","Gamer90031"
"2335","TerriAWilliams1"
"2336","aglabarbera"
"2337","Doddies4"
"2338","tradeorfade"
"2339","LewPTATC"
"2340","SpaceprincessMX"
"2341","BBond_1971"
"2342","SobotVeso"
"2343","PatriotChix"
"2344","PamCox1"
"2345","mindset2growth"
"2346","Renokenopam"
"2347","Aristop97729249"
"2348","theDavedt"
"2349","CoachSeth1"
"2350","art196048"
"2351","rhelmey"
"2352","KFrederick01"
"2353","jrscholl2"
"2354","Barbara72468224"
"2355","maryannconeill"
"2356","Danielalgarin4"
"2357","Harden6Linda"
"2358","hopingforachang"
"2359","ocpaver"
"2360","Deplorabredneck"
"2361","larryj1957"
"2362","crocboy"
"2363","DBrown_AKA_Nana"
"2364","curiousjo41"
"2365","EileenTownsend4"
"2366","Opus1l"
"2367","tweetyblrdlee"
"2368","cccrna"
"2369","Thenewguardian1"
"2370","gcamp4"
"2371","Bob54597353"
"2372","rhet420"
"2373","absantos817"
"2374","Chester11377339"
"2375","Norcalgopher"
"2376","cuzofHim1"
"2377","bjenningstvg"
"2378","chamberspaul11"
"2379","RParenica"
"2380","thoughts_sunny"
"2381","Vote_American"
"2382","ShirleyHoltvoi1"
"2383","TrumpsThinking"
"2384","mikk1of3"
"2385","grammies28"
"2386","MannyMtorrescop"
"2387","Rlp1660Rick"
"2388","BennyDrille"
"2389","FrankLUM"
"2390","sammybaby6908"
"2391","TheMightyMe1"
"2392","GioAlvarado52"
"2393","psu170450"
"2394","tryingtobecivil"
"2395","JoAnninna"
"2396","aliciasalas1018"
"2397","CamelTow72"
"2398","MelissaKHobbs"
"2399","BigJ_73"
"2400","CovfefeConMilk"
"2401","junie90145371"
"2402","rlbowman"
"2403","domenicfammar10"
"2404","rblinkenhoger"
"2405","pittsburghbuz"
"2406","LiteScott"
"2407","audreywalshwes1"
"2408","Sharistar222"
"2409","onefiestawoman"
"2410","Colette_00_"
"2411","JeffHan70662385"
"2412","squints82"
"2413","mn00081"
"2414","Sofia15087123"
"2415","mitchporter85"
"2416","TheNazarioPOV"
"2417","HillbillyDadOf5"
"2418","fly_4_fun2"
"2419","Sw33tnlowLaurel"
"2420","Julie_Ann_77"
"2421","AngiCronen"
"2422","wimberley_mom"
"2423","forpetessakeny"
"2424","BobSHuntington"
"2425","DandyMan21"
"2426","ItsJustJill"
"2427","JillJillhe"
"2428","KimDwyer10"
"2429","kd5jad"
"2430","KristiWarnke"
"2431","StormbringerDP"
"2432","CAlisaBT"
"2433","VaughnMcCurry"
"2434","KchorroSoto"
"2435","zonic_tom"
"2436","coff33loveit"
"2437","randy4419"
"2438","Jerryh511"
"2439","CydelSue"
"2440","vicky_vglend"
"2441","JOOKIEJOON"
"2442","STARWATCHER518"
"2443","callingallvols"
"2444","StittJames"
"2445","CiraVO"
"2446","obxlover"
"2447","yenotbre"
"2448","TheVoiceOfLies"
"2449","grandmommyof3"
"2450","DunningRandall"
"2451","Ulfigone"
"2452","jane_aelst"
"2453","BrooksBunny"
"2454","ToroSucre"
"2455","RodriguezJack"
"2456","phyerfly728"
"2457","AnilNS425"
"2458","DebraBirchfiel1"
"2459","dmacginty1"
"2460","nouglypantsuits"
"2461","onebusybeemom"
"2462","FallOfTheGard"
"2463","gigi_pep"
"2464","alh717"
"2465","EddieHe98039267"
"2466","carogasj"
"2467","Tamzanne71"
"2468","NotreDan1971"
"2469","tchyntia"
"2470","GaryAnnT"
"2471","kacat1998"
"2472","BoydTcabs4boyd"
"2473","bernstein_grace"
"2474","911vic911"
"2475","SCRooster1107"
"2476","PattiSerafine"
"2477","2nd_To_None"
"2478","OUSoonerQueen"
"2479","skinsallin1"
"2480","onpointYGMarvez"
"2481","MrDavidAlanMab2"
"2482","ShawnSulouff"
"2483","Zucchini71"
"2484","FelkerDonald"
"2485","PoliticallyRYT"
"2486","mrpitman76"
"2487","yishenxinshen"
"2488","BrookLassie"
"2489","cvlzd_barbarian"
"2490","BeckyDeplorable"
"2491","Linda07763169"
"2492","Max_VikingAxe"
"2493","RickLevine4608"
"2494","brucegolfnut"
"2495","thebazzell"
"2496","OriginalLarson"
"2497","PamNeufeld"
"2498","RockerChick5050"
"2499","xyzMicheal"
"2500","American525"
"2501","Joe30Shoeless"
"2502","laamigable21"
"2503","mcabeerut1977"
"2504","riverbaby718"
"2505","julaveeric"
"2506","Mrbaroo5"
"2507","EvelynStuart20"
"2508","AngiePa75810192"
"2509","PhD_Guy"
"2510","1sfleming302"
"2511","AntoineBrion"
"2512","ToniS7575"
"2513","ChipedIn"
"2514","ctruey"
"2515","AnnMW66"
"2516","Michele24989743"
"2517","1_americafirst"
"2518","TheJohnBiber"
"2519","MLHURST2"
"2520","bigglesthemind"
"2521","PaulWKrausJr1"
"2522","Dentyn1981"
"2523","Craig62125483"
"2524","jking5321"
"2525","LauraHuffman18"
"2526","Roni_K_Patriot"
"2527","KernsWilliam"
"2528","BruceChambers"
"2529","gabbyhila"
"2530","garcia_samuel_"
"2531","nascargege"
"2532","321ThroatPunch"
"2533","eyesonu17"
"2534","TimChap45336298"
"2535","SandyD0315"
"2536","fox2lion"
"2537","justmeplz11"
"2538","rlm6789"
"2539","Lillysplace1"
"2540","KurdzosGary"
"2541","FRLarson"
"2542","thunder_gray72"
"2543","bdyboy77"
"2544","WomanMesa"
"2545","Geechi79"
"2546","TubertiniLora"
"2547","jjherm1"
"2548","ahargett303"
"2549","patfantasia42"
"2550","BlueAngel1827"
"2551","monuisgreat"
"2552","KatrishaSmith"
"2553","johnjwarren74"
"2554","Ratso72"
"2555","KeleJohnson"
"2556","fomas73"
"2557","sfroms"
"2558","ladiharli"
"2559","Spectre1911"
"2560","teri31313"
"2561","KathyAt82710852"
"2562","CarlaCoonAuthor"
"2563","mortarsup"
"2564","check6tex"
"2565","anjihooper"
"2566","matte1957"
"2567","Pandthree"
"2568","patrici91682385"
"2569","KellyBMay4"
"2570","HomunculusLoikm"
"2571","ksorrentino60"
"2572","IAmNoOnefree"
"2573","lorifiore"
"2574","horn_trump"
"2575","ljwrn94"
"2576","ERINN1331"
"2577","akszule"
"2578","dferry1010"
"2579","janr140802"
"2580","roses12411"
"2581","zlf99009539"
"2582","boatturn"
"2583","TammyMa59761564"
"2584","Patriot1059"
"2585","Patri56"
"2586","FawnFargo"
"2587","PatrioticCindy"
"2588","r09d09d08"
"2589","AmyJoHall21"
"2590","MikeHwrdfla"
"2591","pvinyard"
"2592","calcatstarr"
"2593","Mammagistweetin"
"2594","liberaltears67"
"2595","JohnnyMVP9"
"2596","res0416h"
"2597","MollyMinar"
"2598","MBOKSR_MAGA"
"2599","aggie4life59"
"2600","imtheevilone"
"2601","ThePatriot006"
"2602","tigerlily5252"
"2603","FarRightRob"
"2604","JstanleyStanley"
"2605","AngeleyesEva"
"2606","gp9122"
"2607","BBassAssassin"
"2608","GardeniaWoman"
"2609","62leviuqse62"
"2610","DavidLaneUSA"
"2611","kaybrunetti"
"2612","ckach"
"2613","MEAllen16"
"2614","tider97"
"2615","tx_spirit"
"2616","icyman33"
"2617","jaxminejane"
"2618","24poisonivy"
"2619","Charlie87526606"
"2620","alicegarrigusa1"
"2621","Woke2008"
"2622","JanaCasler"
"2623","JamesBurcham7"
"2624","AnneLon50242127"
"2625","karinsabatini1"
"2626","KingGadeiros"
"2627","DanaBoos3"
"2628","ospreylady"
"2629","TheOxyCon"
"2630","sherry_kerdman"
"2631","patriotcjd"
"2632","Christine_M10"
"2633","au67"
"2634","MaryPharaoh"
"2635","biggs_boss"
"2636","McGupp14"
"2637","cek35755953"
"2638","icare4america16"
"2639","Violet_Flower13"
"2640","JoaninDenver"
"2641","sidneybarrett"
"2642","lleftlanetrain"
"2643","MagnusonThad"
"2644","MovingUP25"
"2645","Terry71324558"
"2646","RosemaryAhrens1"
"2647","VaughnHarper"
"2648","dralmavillegas"
"2649","DecosterGina"
"2650","BeccaFehrle"
"2651","JasonKurth4"
"2652","mikecarper34"
"2653","katemaga16"
"2654","cares_matic"
"2655","Pacoro100751"
"2656","melvinbrady7"
"2657","toro628"
"2658","ConservativeUS2"
"2659","bwareham2"
"2660","bparent64"
"2661","heskipto"
"2662","michelekvaska"
"2663","UTHornfanWood"
"2664","903GaGa"
"2665","gatorbob1301"
"2666","cruise1213"
"2667","McBride8"
"2668","KikinboRivas"
"2669","jwswanger"
"2670","psujwj"
"2671","jacobhafenstei1"
"2672","TKE917"
"2673","JacquelineDola6"
"2674","TXCrude"
"2675","deplorableBob63"
"2676","kidletsrn"
"2677","BYetii"
"2678","jules618790"
"2679","ChristineRawan"
"2680","jhevols"
"2681","francesloverly"
"2682","mpls55418"
"2683","Magnottimarci"
"2684","TheTXOilMan"
"2685","irishman411"
"2686","aimeelovescali"
"2687","Amy60088944"
"2688","MumbullsMa"
"2689","Borndeplorable"
"2690","drobb6969"
"2691","SNafegar"
"2692","anniebak13"
"2693","middleriver568"
"2694","GlethBox"
"2695","Avenger82"
"2696","kaylee1011"
"2697","ssmounce"
"2698","h_lshcar14"
"2699","pratt4138nation"
"2700","cullen_melindak"
"2701","mnelson9544"
"2702","MichaelRLewis3"
"2703","oneruffdog"
"2704","WyckoffJane"
"2705","bbonnaffee"
"2706","BobbyWackjob"
"2707","charlesleroy181"
"2708","mctomkat873"
"2709","Deplorable76541"
"2710","coasttcoastgirl"
"2711","KattmaddoxAl"
"2712","Joe30968620"
"2713","Annette41000199"
"2714","realCantrell"
"2715","Conniea66398477"
"2716","TFe8251"
"2717","gfritz5"
"2718","3Tbone3"
"2719","AntifaToronto"
"2720","patriot1115"
"2721","zeniadie"
"2722","realNick777"
"2723","Rich91754"
"2724","bostonuniv1987"
"2725","cas_huntington"
"2726","MichaelJLeBoeu1"
"2727","hartlace1"
"2728","AnitaWiechman"
"2729","Boricua21"
"2730","CindyRhodes3"
"2731","justice12"
"2732","GodBlessOurLand"
"2733","boweturner"
"2734","danoliverlaw"
"2735","Bilyeu_m"
"2736","_TrumpFanPage"
"2737","eugeneradom1978"
"2738","jjob001"
"2739","HowellFelesha"
"2740","GurlRuiz"
"2741","RENITAHEEGER"
"2742","AJHRPMN"
"2743","LynnLynners"
"2744","txjean2014"
"2745","galnolabebu"
"2746","richglasgow"
"2747","judywhite1222L1"
"2748","terrydisbell"
"2749","rgundersen691"
"2750","LoveXoxousa"
"2751","castel_donna"
"2752","kimav12"
"2753","chris_skotnicki"
"2754","TammyGibbs73"
"2755","Catoflacey"
"2756","trumpmaga2017"
"2757","jimmyz_73"
"2758","hwfranzjr"
"2759","Christi23042050"
"2760","4_scribe"
"2761","ejsail"
"2762","VetWithACause"
"2763","goodh20"
"2764","willieluv2016"
"2765","ElleC1983"
"2766","donnasc62662483"
"2767","GregCra27650785"
"2768","ShakeyRT"
"2769","grizzlybear53"
"2770","VINNYEsparanza"
"2771","KellieFontenot1"
"2772","Trevalina"
"2773","mjoprince"
"2774","DBZDoll"
"2775","G27602216"
"2776","DitterBirdie"
"2777","Callarojen"
"2778","Csterli1"
"2779","Alozarkman"
"2780","LakeDweller12"
"2781","rbdenk"
"2782","spartan0214"
"2783","rebeccaOden1"
"2784","eturner010"
"2785","646e62c744d945d"
"2786","DianeSarvis"
"2787","aj27784852"
"2788","AMDQuad"
"2789","Bobbie76886311"
"2790","Steph_O_Reno"
"2791","tired_crap"
"2792","BenWatching3"
"2793","naft82"
"2794","RiportellaMisty"
"2795","MichaelSHubbar1"
"2796","TrailKats"
"2797","Bobbi_Egan"
"2798","brownide5190"
"2799","Thor4306"
"2800","seatvetJ"
"2801","mousymama"
"2802","kpowersfamilya1"
"2803","maslow66223"
"2804","BBBudget"
"2805","tomgreen1959"
"2806","RienboltTerry"
"2807","nanahooten"
"2808","greg_guina"
"2809","RandThompson16"
"2810","fagan_fran"
"2811","cgauthier592"
"2812","ArmyStrong805"
"2813","JasonMcHone1"
"2814","isloving_life"
"2815","Aadams0411"
"2816","luzianalady"
"2817","TrinaParkerCogg"
"2818","Patriot_in_TX"
"2819","Hendon16"
"2820","SeanNic32179577"
"2821","lassefamily"
"2822","DarrellConley12"
"2823","ChrisPerdue15"
"2824","ozzmansmom"
"2825","jgarciaii"
"2826","johndebonao"
"2827","news_jg"
"2828","redpillall"
"2829","TexasDamnit"
"2830","dinahgirl61"
"2831","MariaHMiaCuba"
"2832","brianh781"
"2833","cvrhouston"
"2834","roneaton7"
"2835","leticia_stocks"
"2836","JimLoepp"
"2837","USAProudAD"
"2838","BethMSH_"
"2839","RobertS30289919"
"2840","KazmierskiR"
"2841","Sr1Cory"
"2842","BettinaMcginnis"
"2843","JJT111056"
"2844","bigguy0522"
"2845","PA4TAXPAYERS"
"2846","Miriam93933030"
"2847","BrandonJWalker2"
"2848","klrhenry56"
"2849","widerrdm"
"2850","jcraighj"
"2851","chclark1862"
"2852","patrici27004423"
"2853","real_danwilson"
"2854","ranchwife11"
"2855","SammyJr07"
"2856","tislona"
"2857","ProgPoison"
"2858","LuvVolatility"
"2859","SouthwellLeigh"
"2860","DeadweedALFA"
"2861","SBtx17"
"2862","wakingwinston84"
"2863","Jj2540h1Jj2540h"
"2864","coliver691"
"2865","cconner206"
"2866","Navyvet270"
"2867","wedeacs"
"2868","russellduck48"
"2869","tmadd78"
"2870","tiredoflies66"
"2871","choozurlife"
"2872","Clarabrown79561"
"2873","mdmounts"
"2874","jaymewnelson"
"2875","1VirtualPixie"
"2876","DebSheehan6"
"2877","Laura9341"
"2878","jjddjsarge"
"2879","morganfdavid"
"2880","Le123Ing"
"2881","JodiLynnWalker"
"2882","acwell70"
"2883","MarthaObregon3"
"2884","stevefischer66"
"2885","elmerjfudd2012"
"2886","GWorks55"
"2887","cprocopoi"
"2888","JohnnysAngel7"
"2889","pammyksays"
"2890","DavidDa45021395"
"2891","cjdtwit"
"2892","jamcm0522"
"2893","davidetn23"
"2894","elainemhill1"
"2895","adetwyler"
"2896","MyCrashIs"
"2897","Gravity1223"
"2898","ClaysTune64"
"2899","swbiggs"
"2900","ssahrom"
"2901","luvofUSA"
"2902","wuxeter"
"2903","gymjudge10"
"2904","jamiebyrd060"
"2905","gpinaz"
"2906","Gregmo2"
"2907","FollowTheFacts7"
"2908","Doomjael"
"2909","b40bound"
"2910","jmac999"
"2911","Chicagobred1976"
"2912","Sisterval72"
"2913","DebbieS091281"
"2914","Txwench"
"2915","yphillips135"
"2916","sande_smith42"
"2917","armasylvia"
"2918","Sgt_Major1776"
"2919","Maggie35333463"
"2920","LittleRhody16"
"2921","honu_papa"
"2922","Nikkistark22"
"2923","TfFaye"
"2924","rdenhaese"
"2925","JeffG701"
"2926","DemosthenesTora"
"2927","DonnaRalidis"
"2928","RealQaadi"
"2929","survrad"
"2930","DougSullivant"
"2931","VickieFindley2"
"2932","spazmom1"
"2933","WasAllSheWrote"
"2934","rightgoddess"
"2935","alb246810"
"2936","nycfla"
"2937","JunkieMonkey13"
"2938","philadper2014"
"2939","bsmith71307"
"2940","superdaveintx"
"2941","Jekklez1980"
"2942","w_tawnya"
"2943","tntranchtx"
"2944","RjReynolds111"
"2945","noelrenrut"
"2946","dweissgarber"
"2947","JesusChristBorn"
"2948","darrellchico"
"2949","JacquiGreen2016"
"2950","wolfeman50"
"2951","Seamus95"
"2952","TakeAStandLeav1"
"2953","Labmissy22"
"2954","Str8hsmom"
"2955","pyarnes"
"2956","BKuks"
"2957","chrisvilla_13"
"2958","glenkae"
"2959","CarolynElliso18"
"2960","DayvaultJay"
"2961","tbarras651"
"2962","MosesMendelsohn"
"2963","KimbellSaffer"
"2964","Tammy4tx"
"2965","wsheeder"
"2966","InformedIntere1"
"2967","jclchiro"
"2968","egtroup"
"2969","SweetFreedom29"
"2970","FreeThi56993890"
"2971","bobsomers4900"
"2972","sailinjackvip"
"2973","ravireport"
"2974","heidigoff71"
"2975","2christian"
"2976","Truck2161"
"2977","jabs611"
"2978","thingamadamit"
"2979","MTort41"
"2980","Hbkjoey2275"
"2981","FoKuZ5"
"2982","Footer20"
"2983","Bigmatt777Matt"
"2984","USAF77David"
"2985","equityopinion"
"2986","jimcochran11"
"2987","TraKlein"
"2988","boswell_allison"
"2989","MAGAveteranRobi"
"2990","SynWright"
"2991","chiefwalkalot"
"2992","I2dance"
"2993","dahdae12"
"2994","Special_opps"
"2995","ClaverieAndersn"
"2996","Michael34836188"
"2997","Patriotgirl24"
"2998","pigsooie42"
"2999","TheBabiesGG"
"3000","Arthurs19562936"
"3001","rjfennell"
"3002","bexntex"
"3003","MsJonsie2you"
"3004","RobbieAnnDodd1"
"3005","CFP63"
"3006","larrydblv"
"3007","Rrdew"
"3008","BishmailBishop"
"3009","AirForceColone1"
"3010","beckelro"
"3011","aurialius"
"3012","coltoncg"
"3013","Grubercratspott"
"3014","GrannyPi"
"3015","cbmontpetit"
"3016","sabs_3880"
"3017","kfunk2"
"3018","leng305"
"3019","AbernathyLlinda"
"3020","Jedimark76"
"3021","SzzHal1"
"3022","Nursegoes"
"3023","lfrias8"
"3024","RobinSowder"
"3025","Angelamai1611"
"3026","Royals_BB_Champ"
"3027","ALTERNATVEPOTUS"
"3028","Kathryn30938476"
"3029","1MuskyHunter"
"3030","realtythorne"
"3031","GGpatricea"
"3032","j3nnp4c3"
"3033","Wrenagade16"
"3034","Matt_S_Ritchey"
"3035","BrerHog"
"3036","soweona"
"3037","TLandin"
"3038","Louise49153139"
"3039","libertyhugger"
"3040","mrsbjax"
"3041","Rebashoenfelt1"
"3042","DavidCoonrod2"
"3043","LibertysArmyJr"
"3044","Mcinfo1"
"3045","mrmonks01"
"3046","jesse_barbas"
"3047","MikeTho67616214"
"3048","cyndalb121"
"3049","ShannonKnotts5"
"3050","garryjhowell"
"3051","jimsteph88"
"3052","pamellasiemers"
"3053","tonykarma2020"
"3054","Stephan72672353"
"3055","TillmanMason2"
"3056","darla22686198"
"3057","gary9758"
"3058","cocogigi"
"3059","mikshelb"
"3060","blessedtexan"
"3061","YorkieMom_3"
"3062","kissatex"
"3063","TrumpsNation45"
"3064","Bfragrancefree"
"3065","PJNET_GA"
"3066","DarkVoid255"
"3067","sunbeltgirl"
"3068","DataGenesis"
"3069","mostcoolsusie"
"3070","devine240"
"3071","mopenshaw"
"3072","danphillips00"
"3073","SmartGirlSandy"
"3074","testisfidelis"
"3075","Trisha829"
"3076","BarbGpatriot"
"3077","DALHOU"
"3078","ThelmaDade"
"3079","CarmenPuha"
"3080","sadhobby"
"3081","MarcyWin4D"
"3082","CurmudgeonlyOpa"
"3083","GuyVanAnderson1"
"3084","ekmonaco"
"3085","alitabrizi88"
"3086","Tank26757258"
"3087","Kdsellers_99"
"3088","RobertRuban"
"3089","monica9691"
"3090","78crystalfu"
"3091","JohnJwgourley"
"3092","wbaum73"
"3093","marilinRN"
"3094","castorfeliciano"
"3095","bob_drummond"
"3096","CynthiaSchnepp"
"3097","JoelRabon"
"3098","asc96b"
"3099","jeanett83373181"
"3100","chatti_cathi"
"3101","RichardBlane9"
"3102","LWBmarinemom"
"3103","whiteroughseas"
"3104","wdalereneaujr"
"3105","Tom4102"
"3106","SoSezMikey"
"3107","BardomianoOrte2"
"3108","BILLMCBEE1963"
"3109","tennis_ann"
"3110","IsraelIndig"
"3111","DavidEa36142684"
"3112","massey61"
"3113","customwww"
"3114","EmJadoo1"
"3115","aladayllc"
"3116","Kitchenmama"
"3117","NowThinkAgain"
"3118","thomashourigan1"
"3119","VioletTittle"
"3120","sdebbieharris"
"3121","1spdpda"
"3122","KansasIsrael"
"3123","russellp3000"
"3124","JeffW20762675"
"3125","JohnnyAstarita"
"3126","TheLeftIsEvil"
"3127","utklawyr68"
"3128","d786ca2167c5494"
"3129","JWarbaby"
"3130","llarsen54931"
"3131","jeannej44"
"3132","suzerlynn"
"3133","WilMc51"
"3134","Tott1955"
"3135","lkpate"
"3136","crouch01"
"3137","SupporterAn"
"3138","tamladp"
"3139","M37chizedek"
"3140","camaro201088"
"3141","cdeencourage"
"3142","mydayofbeauty"
"3143","AlterEg87241191"
"3144","KMMFA3"
"3145","snelson134"
"3146","PoliticalCow"
"3147","ejrahn"
"3148","carolramsey"
"3149","dedicos"
"3150","twodogs59"
"3151","the_comingwar"
"3152","Mpv3V"
"3153","filmdude63"
"3154","I_loveUSAmerica"
"3155","sunnyherring1"
"3156","DonnaDiorio"
"3157","Sharpt_Wit"
"3158","Nikolo007"
"3159","Tonihalejohnson"
"3160","betruthful4123"
"3161","sportsfan_23"
"3162","melintexas"
"3163","Jakedinger6"
"3164","PennyHicks13"
"3165","elizondo_sheila"
"3166","CanisHelix"
"3167","MadStrongTower"
"3168","ChakalRudy"
"3169","debrablueeyes"
"3170","cruzn4me03"
"3171","lonetreereality"
"3172","FabKalEl"
"3173","HLWarren4"
"3174","Peteryder2"
"3175","badwolfdad"
"3176","cjbj731"
"3177","CaptRoger"
"3178","Croatansound"
"3179","USACovfefe1"
"3180","debannec"
"3181","HermanTheET"
"3182","friends_mrs"
"3183","TaxationIsLame"
"3184","AubreyRavenwood"
"3185","dyanjae"
"3186","randi65ui"
"3187","TexasLips"
"3188","SWhitman52"
"3189","sofiaelpidagapi"
"3190","LoneEagal21"
"3191","coffey1962"
"3192","DragonForce_One"
"3193","bo_nessround"
"3194","snowbunnyclark"
"3195","mixedczech"
"3196","Djackso1492"
"3197","loringlav74"
"3198","wil15860176"
"3199","EDeCaal"
"3200","Metalworks4"
"3201","bjdjtexbiz"
"3202","jr_godzilla"
"3203","starrbell14"
"3204","usc8385"
"3205","NOPCJC"
"3206","princesssofpwr"
"3207","mdloa734"
"3208","RhinoluvsUSA"
"3209","HildaHilzee"
"3210","Twin_Travel"
"3211","saha_shayon"
"3212","AaronRothering"
"3213","akoz53"
"3214","Knealy57"
"3215","JackTinney2"
"3216","DTCarpentry1"
"3217","Fighting4_USA"
"3218","dshmitch"
"3219","DGlavine"
"3220","Chrisrobin315"
"3221","jsfind"
"3222","MyraLockett2"
"3223","DanielWaltz13"
"3224","MsDayPlanner58"
"3225","TPwestTX"
"3226","RockemSockemD"
"3227","katieissweet_99"
"3228","JamesBa14470540"
"3229","Patri0tiCupcake"
"3230","PamelaSmallwoo1"
"3231","sblaylock1021"
"3232","Richmartinezz3"
"3233","MariaNunziata1"
"3234","IDoWhatIWantNow"
"3235","chrisacorbett"
"3236","Astro3783"
"3237","realBlakeMartin"
"3238","JeremyBerry2000"
"3239","Kala712125351"
"3240","Jrsatty"
"3241","jennifergoudeau"
"3242","glendanellriley"
"3243","ColinGRoss"
"3244","antilamegame"
"3245","LatinMass9876"
"3246","whatsthat_tweet"
"3247","boldwater_garry"
"3248","trumpfor20202"
"3249","WhoWolfe"
"3250","gringaloca11"
"3251","Smith63Jim"
"3252","7Denise"
"3253","David62408897"
"3254","gforrest47"
"3255","BigStal"
"3256","keith69_yepitme"
"3257","realjimharris_"
"3258","grandmaj2"
"3259","Luv11write"
"3260","katucha33340576"
"3261","broomrider29979"
"3262","prosepat"
"3263","memetheuniverse"
"3264","StandForTheFla5"
"3265","mpdugas"
"3266","Lori_Commander"
"3267","Cito1952"
"3268","Bassmaster12"
"3269","LaurieBlueBarn"
"3270","mrthirstyneck"
"3271","Shalegladfelter"
"3272","sgrandmont"
"3273","bknighton76"
"3274","traciloveswords"
"3275","trevors241"
"3276","bestnunuever"
"3277","BadaBing52"
"3278","nanci1028"
"3279","jhan134"
"3280","candicedavis111"
"3281","GraceLaMontagn2"
"3282","Kim42397778"
"3283","Terri_Dink"
"3284","smokeyjude123"
"3285","yockeykristina"
"3286","Duncan14118798"
"3287","rcy23"
"3288","ken30181"
"3289","cherylwall32"
"3290","lisapmarcus"
"3291","wsfoodsafety2"
"3292","_VVoke_"
"3293","dstouty"
"3294","PeggyGraves18"
"3295","nuttumas"
"3296","debbieshadow1"
"3297","KevinRhett"
"3298","Rebecca01281"
"3299","merika2018"
"3300","rhbaseball15"
"3301","JustGoForIt"
"3302","TheGr8Awake"
"3303","JamesTexasUSA"
"3304","DrBoHammer"
"3305","ScottLingard5"
"3306","Gummshrimp"
"3307","lgintheknow"
"3308","len_lloyd"
"3309","jak2A"
"3310","jbsny131"
"3311","MarthaHoople"
"3312","aranch"
"3313","NanaNux4"
"3314","dove_redfox60"
"3315","texas_berg"
"3316","Robert_J1"
"3317","HULSEYR7"
"3318","gnsisbmx"
"3319","Jo49672031"
"3320","LisaCha10703695"
"3321","sellinshovels"
"3322","StopQatarNow"
"3323","Conservatexian"
"3324","vaquerochan"
"3325","Red2uMoody"
"3326","ChristineCoy5"
"3327","heitmany"
"3328","praynDiane"
"3329","GaryJPalys"
"3330","c_davisec"
"3331","MyCowboys60"
"3332","temreb"
"3333","levy98s"
"3334","tomflan42693824"
"3335","mrsjfbj"
"3336","silentmajba"
"3337","chaeemychoices"
"3338","mey8s"
"3339","TheRealJeepin2k"
"3340","IrishMexican1"
"3341","sherry50waldie"
"3342","vetfor_trump"
"3343","YallShane"
"3344","RootsmanE"
"3345","rn_deplorable"
"3346","MAGAMARK62"
"3347","Edmypurefreedom"
"3348","thebeast7_27"
"3349","capricornchik66"
"3350","conservador777"
"3351","chuckcraig1"
"3352","_YvonneBurton"
"3353","DrewGardner19"
"3354","systekd"
"3355","zoombouse"
"3356","TheDonnnieSharp"
"3357","dagahomes"
"3358","1jmann"
"3359","SackOfPoopie"
"3360","d155719ec1bd467"
"3361","MAGATrump_1"
"3362","EricMorgan66"
"3363","DavidHo03209001"
"3364","ChrisSnider83"
"3365","Pamie09621111"
"3366","wylie75069"
"3367","wpmbd1"
"3368","ClarionChronicl"
"3369","Gypsy32281"
"3370","steveg06"
"3371","Rparisee"
"3372","kyleraccio"
"3373","genacrowe"
"3374","W3Christian"
"3375","TrumpSupport13"
"3376","Barryba35045827"
"3377","bensolo123"
"3378","sonnydeperio"
"3379","michaelcooley1"
"3380","moppann"
"3381","BonkersY"
"3382","rptex"
"3383","poppasmith0602"
"3384","MtnLady14"
"3385","Not4kids2010"
"3386","rickypenny4"
"3387","sschwans"
"3388","MilesMi47489133"
"3389","diane_devendorf"
"3390","Chellelvsmusic"
"3391","JasonBourne956"
"3392","sommer_vsommer"
"3393","coachcubs"
"3394","carol57085129"
"3395","katscan27_kim"
"3396","millarjohnf"
"3397","Trump2020_KAG"
"3398","EMBASMU2004"
"3399","davidtheaterkid"
"3400","Str8outDTrailer"
"3401","troyevanovich"
"3402","ElizabethWarwi9"
"3403","MAGA1917k"
"3404","TexasPatriot777"
"3405","CatDogDays"
"3406","MAGAGIRL52"
"3407","drsarchet"
"3408","ukloner"
"3409","sofarihaze"
"3410","EBE2014"
"3411","SBC1959"
"3412","rvrctygrrl"
"3413","paulamac25"
"3414","SardonicSpouse"
"3415","DaBaronVH"
"3416","selftestok"
"3417","Osbourne601"
"3418","drtiner69"
"3419","cxfour"
"3420","apfvbrj"
"3421","DietrichWendy"
"3422","JerryTrump3"
"3423","dwellick65"
"3424","BazemoreD"
"3425","MsAvaArmstrong"
"3426","cjgerdes"
"3427","JBForTrump"
"3428","TexasRPhJD"
"3429","fredswork"
"3430","kittums123"
"3431","bethanncook"
"3432","Bcastleforte"
"3433","Liberty_Ally"
"3434","LaRazaRacism"
"3435","gaymartinin"
"3436","ggb_1944"
"3437","mgrant76308"
"3438","DragonLord725"
"3439","dawgsday7672"
"3440","sweetpeach77"
"3441","wzdtim"
"3442","SecretVader"
"3443","Lisa22545183"
"3444","CedAndy1"
"3445","MDiaz_PDR"
"3446","crcelli"
"3447","BubbaSponge199"
"3448","FrancisHeathco1"
"3449","anna_deardorff"
"3450","ShirleyBanhagel"
"3451","WestTXHunting"
"3452","JimFreedom2"
"3453","pitbullrescuer"
"3454","VictorianaCara"
"3455","kpsatdse"
"3456","sirfirchick"
"3457","DanaHickle"
